/paul-klee_small-room-in-venice.jpg,0
/alexander-calder_blue-drop.jpg,0
/tihamer-gyarmathy_composition-1961.jpg,0
/janos-mattis-teutsch_composition-1922.jpg,0
/tihamer-gyarmathy_central-1986.jpg,0
/man-ray_dragonfly-from-the-portfolio-revolving-doors-1926.jpg,0
/hilma-af-klint_series-vii-no-7d-1920.jpg,0
/constantin-flondor_landscape-1966.jpg,0
/paul-klee_add-in-red-1921.jpg,0
/willi-baumeister_amenophis-1950.jpg,0
/wassily-kandinsky_black-frame-1922.jpg,0
/henry-moore_large-slow-form-1968.jpg,0
/wassily-kandinsky_study-for-circles-on-black-1921.jpg,0
/yiannis-moralis_not-detected-7.jpg,0
/lawren-harris_calligraph-forming-1958.jpg,0
/lino-tagliapietra_medusa.jpg,0
/constantin-flondor_miri-te-1966.jpg,0
/francis-picabia_abstract-composition-1.jpg,0
/sophie-taeuber-arp_elementary-forms-1917.jpg,0
/wassily-kandinsky_black-strokes-i-1913.jpg,0
/walter-battiss_abstract-figural-composition.jpg,0
/francis-picabia_small-sun.jpg,0
/arthur-segal_woodburning.jpg,0
/hilma-af-klint_the-ten-largest-1907.jpg,0
/paul-klee_city-picture-with-red-and-green-accents-1921.jpg,0
/john-ferren_untitled-1932.jpg,0
/hilma-af-klint_de-tio-st-rsta-n-2-barnaaldern-1907.jpg,0
/janos-mattis-teutsch_composition-1925-2.jpg,0
/wassily-kandinsky_to-the-unknown-voice-1916.jpg,0
/adnan-coker_unknown-title-15.jpg,0
/constantin-blendea_wings.jpg,0
/wassily-kandinsky_small-dream-in-red-1925.jpg,0
/fernando-lanhas_unknown-title-2.jpg,0
/auguste-herbin_blanc-1947.jpg,0
/alberto-magnelli_composition-1960.jpg,0
/man-ray_young-girl-jeune-fille-from-the-portfolio-revolving-doors-1926.jpg,0
/man-ray_orchestra-from-the-portfolio-revolving-doors-1926.jpg,0
/toyen_composition-1931.jpg,0
/wassily-kandinsky_surfaces-meeting-1934.jpg,0
/theo-van-doesburg_composition-1931.jpg,0
/f-lix-del-marle_composition-1926.jpg,0
/wassily-kandinsky_last-watercolour-1944.jpg,0
/wassily-kandinsky_composition-v-1911.jpg,0
/theo-van-doesburg_abstract-church-1915.jpg,0
